age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
23,average,mostly anything,socially,never,working on college/university,asian,65,,"castro valley, california",,straight,likes dogs and likes cats,buddhism but not too serious about it,f,leo but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)",single,student
31,fit,strictly vegetarian,socially,never,graduated from masters program,white,68,,"san francisco, california",,straight,,atheism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,english,single,non_stem
33,fit,mostly vegetarian,socially,never,graduated from masters program,,73,,"oakland, california",,straight,likes dogs and likes cats,,m,cancer but it doesn&rsquo;t matter,when drinking,"english (fluently), french (okay), spanish (poorly), vietnamese (okay), japanese (poorly)",single,non_stem
22,average,mostly anything,socially,never,working on college/university,white,69,,"martinez, california",,straight,has cats,agnosticism but not too serious about it,f,virgo but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
25,a little extra,mostly anything,desperately,never,working on college/university,"black, white, other",66,,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism and laughing about it,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
25,fit,strictly anything,rarely,never,working on masters program,asian,68,,"san francisco, california",,straight,likes dogs and dislikes cats,,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
32,,,rarely,,,white,68,,"oakland, california",,straight,likes dogs and has cats,atheism and laughing about it,m,,no,"english (fluently), french (poorly), hungarian (poorly), german (poorly), c++ (poorly)",available,stem
30,average,strictly anything,socially,sometimes,graduated from college/university,asian,68,,"san francisco, california",,straight,likes dogs and likes cats,,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), portuguese (poorly)",single,non_stem
35,fit,strictly vegetarian,not at all,sometimes,graduated from masters program,hispanic / latin,75,20000,"woodacre, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,m,sagittarius,no,"english, spanish",single,non_stem
23,average,strictly anything,socially,never,graduated from college/university,white,70,,"alameda, california",,straight,likes dogs and likes cats,,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
29,curvy,anything,rarely,never,graduated from college/university,hispanic / latin,61,30000,"mountain view, california",,straight,,catholicism,f,leo,no,"english, french, spanish",single,non_stem
37,athletic,anything,socially,sometimes,graduated from college/university,"black, white",67,,"san francisco, california",,straight,,,m,taurus,no,english (fluently),single,non_stem
31,athletic,strictly other,not at all,never,graduated from ph.d program,white,72,,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay), lisp (fluently)",single,stem
32,athletic,,socially,,graduated from college/university,asian,68,,"san francisco, california",,straight,,agnosticism,m,cancer,no,"english (fluently), chinese (okay), spanish (poorly)",single,stem
23,athletic,anything,socially,never,,asian,71,100000,"san francisco, california",,straight,,,m,capricorn and it&rsquo;s fun to think about,no,english,single,stem
33,athletic,mostly anything,socially,never,graduated from college/university,white,73,,"san francisco, california",,straight,likes dogs and dislikes cats,buddhism but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",single,non_stem
24,,,socially,,graduated from college/university,white,67,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), french (okay), swedish (poorly)",single,non_stem
25,average,mostly anything,rarely,never,working on ph.d program,white,66,,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism,m,,no,"english, french (poorly), hebrew (poorly)",single,stem
42,athletic,,socially,,college/university,"black, white",71,100000,"san francisco, california",,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), german (okay)",single,stem
26,thin,,socially,never,graduated from college/university,white,69,,"san francisco, california",,gay,,atheism and very serious about it,m,cancer but it doesn&rsquo;t matter,no,english,single,non_stem
28,average,,socially,,graduated from masters program,white,71,,"oakland, california",,straight,,,m,,no,english,single,stem
37,average,,socially,,graduated from high school,,72,,"hayward, california",has a kid,straight,,,m,aquarius,trying to quit,english,single,non_stem
24,athletic,,socially,never,graduated from two-year college,white,64,20000,"san carlos, california",,straight,has dogs,,f,gemini,no,english,single,non_stem
47,fit,,socially,,graduated from college/university,white,69,,"san francisco, california",doesn&rsquo;t want kids,straight,,atheism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), dutch (fluently), french (poorly)",single,non_stem
51,fit,strictly other,socially,never,graduated from masters program,white,73,100000,"oakland, california",,straight,has cats,atheism and laughing about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), swedish (fluently), german (poorly), russian (poorly)",single,stem
28,average,strictly anything,socially,sometimes,graduated from college/university,white,67,,"san francisco, california",doesn&rsquo;t have kids,straight,likes cats,atheism and laughing about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), italian (poorly), lisp (okay), c++ (poorly)",single,stem
45,,mostly anything,socially,,graduated from masters program,white,66,,"san francisco, california",,straight,,agnosticism and laughing about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), spanish (poorly), japanese (poorly)",single,non_stem
35,,,socially,never,graduated from college/university,white,67,,"san francisco, california",,straight,likes dogs and has cats,atheism and laughing about it,f,gemini and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
34,skinny,,socially,never,graduated from college/university,white,64,,"san rafael, california","doesn&rsquo;t have kids, but wants them",straight,,christianity but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), japanese (poorly), french (poorly)",single,non_stem
47,used up,mostly vegetarian,socially,never,graduated from college/university,,71,,"oakland, california",doesn&rsquo;t want kids,straight,likes dogs and dislikes cats,islam and laughing about it,m,aquarius and it&rsquo;s fun to think about,,"english, urdu (fluently), italian (poorly)",single,stem
25,curvy,mostly vegetarian,socially,sometimes,graduated from college/university,white,64,,"san francisco, california",,straight,likes dogs and dislikes cats,judaism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), russian (fluently)",single,non_stem
28,athletic,mostly anything,socially,never,working on med school,asian,67,,"san francisco, california",,gay,likes dogs and likes cats,christianity and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly)",single,student
35,curvy,mostly vegetarian,socially,never,graduated from two-year college,white,68,40000,"oakland, california",,straight,,agnosticism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",single,non_stem
55,a little extra,,socially,sometimes,dropped out of college/university,white,69,,"san francisco, california",doesn&rsquo;t want kids,straight,has dogs,judaism but not too serious about it,m,pisces but it doesn&rsquo;t matter,yes,english,seeing someone,non_stem
40,average,,socially,never,graduated from masters program,hispanic / latin,62,,"san mateo, california",doesn&rsquo;t have kids,straight,has cats,catholicism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english, spanish",single,non_stem
25,athletic,mostly vegetarian,socially,,working on med school,white,70,,"berkeley, california",,gay,likes dogs and likes cats,,f,sagittarius but it doesn&rsquo;t matter,no,english,single,non_stem
53,curvy,mostly vegetarian,socially,never,graduated from college/university,white,65,,"oakland, california","has a kid, but doesn&rsquo;t want more",straight,likes dogs,atheism,f,libra and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), portuguese (fluently), spanish (fluently), italian (okay)",single,non_stem
23,average,,often,,dropped out of college/university,white,67,,"emeryville, california",,bisexual,likes dogs and has cats,atheism,f,,yes,english,single,non_stem
28,athletic,,socially,,working on college/university,black,70,,"berkeley, california",,gay,likes dogs and likes cats,agnosticism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,no,english,single,non_stem
24,average,,socially,never,graduated from college/university,"black, white, other",60,,"oakland, california",doesn&rsquo;t have kids,straight,,,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single,student
29,average,,not at all,never,graduated from high school,"pacific islander, white",68,,"san francisco, california",,straight,,,m,cancer but it doesn&rsquo;t matter,no,"english, japanese (poorly)",single,non_stem
