What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,Census_Region
Central plains,Some,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,76502,West North Central
south central Pennsylvania,Not much,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Female,> 60,"$150,000+",Graduate degree,17013,Middle Atlantic
Central United States,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,66427,West North Central
Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,63132,West North Central
South,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,32536,South Atlantic
Mid West,A lot,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,43214,East North Central
The South,Not at all,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Male,18-29,"$25,000 - $49,999",Some college,29466,South Atlantic
nw,Not much,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,43315,East North Central
The Midwest.,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Male,45-60,"$50,000 - $99,999",Some college,43130,East North Central
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,6410,New England
Country,Not much,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,29625,South Atlantic
Midwest,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Male,> 60,"$50,000 - $99,999",Some college,50219,West North Central
Midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,73072,West South Central
Southwest,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Some college,85742,Mountain
Mid Atlantic,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,21146,South Atlantic
Mid West,A lot,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,65251,West North Central
Midwest,Not much,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,55426,West North Central
south west suburban,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Male,> 60,"$0 - $24,999",High school degree,85119,Mountain
"The mid west, rust belt",A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,49508,East North Central
Midwest US,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$150,000+",Some college,55946,West North Central
Urban,Some,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,,,,,,
Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Female,> 60,"$150,000+",Graduate degree,45701,East North Central
The East Coast,Not at all,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Male,18-29,"$50,000 - $99,999",Some college,14513,Middle Atlantic
Midwest,A lot,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,65807,West North Central
midwest,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,46239,East North Central
north western us,Some,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Graduate degree,97914,Pacific
NORTHEAST,Not at all,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,10019,Middle Atlantic
The Northeast. Or the mid atlantic states.,Not at all,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,17931,Middle Atlantic
New England,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,4011,Middle Atlantic
Mountains and river,A lot,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,26624,South Atlantic
northeast,Not much,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Male,45-60,"$150,000+",,6016,New England
Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,60102,East North Central
Beautiful but cold,Some,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,
Mid-East,Some,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,43230,East North Central
"4 seasons , next to the ocean with a colonial flare",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$150,000+",Some college,6514,New England
Midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,56377,West North Central
Ohio,Not at all,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Female,30-44,"$50,000 - $99,999",Some college,43229,East North Central
Northern Mid Atlantic,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,18902,Middle Atlantic
mid west,Some,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,55409,West North Central
"Scenic, mostly progressive, beautiful, warm, friendly, coastal, temperate, wine country",Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,30-44,"$150,000+",Associate or bachelor degree,93401,Pacific
Mid west,A lot,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,30-44,"$25,000 - $49,999",High school degree,74135,West South Central
midwest,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,50321,West North Central
northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",High school degree,13030,Middle Atlantic
Pacific Northwest,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,97302,Pacific
southwest,A lot,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",High school degree,65608,West North Central
Little .Mexico,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,
"North East, near the Appalachian Trail and Ohio River.",Not at all,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,30-44,"$100,000 - $149,999",Some college,41169,East South Central
"Beautiful country, but can be extremely cold and extremely hot.",A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",High school degree,62305,East North Central
Upper MIdwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$150,000+",Some college,55425,West North Central
Upstate New York,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,14612,Middle Atlantic
New England,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Male,45-60,"$150,000+",Some college,2764,New England
Upper Midwest,A lot,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,58201,West North Central
South,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Some college,75115,West South Central
Middle Plains,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Female,45-60,"$25,000 - $49,999",Some college,74401,West South Central
Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,,Graduate degree,66112,West North Central
Central,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",High school degree,55103,West North Central
The midwest.  The rust belt.,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Male,45-60,"$100,000 - $149,999",Some college,44133,East North Central
midwest,A lot,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Some college,61081,East North Central
upper midwest,A lot,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,55449,West North Central
Suburban,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,60130,East North Central
midwest,Not much,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",High school degree,67701,West North Central
North East,Not much,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Female,18-29,"$0 - $24,999",Associate or bachelor degree,16001,Middle Atlantic
The Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,60647,East North Central
Northeast Ohio,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Graduate degree,44280,East North Central
The midwest.  The rust belt.  The snow belt.,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,
The Deep South,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,71275,West South Central
The South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,36530,East South Central
Central Southern,Not much,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,72903,West South Central
A piece of Eden,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,33714,South Atlantic
North east/Appalachian mountain region,Not much,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,,,,,
midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,46552,East North Central
South Central,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,73401,West South Central
South,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,75244,West South Central
North East,Not much,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,4210,New England
Midwest,A lot,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Some college,55008,West North Central
central usa,Not at all,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,45-60,"$0 - $24,999",Some college,73068,West South Central
midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Some college,53511,East North Central
Midwest.,A lot,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Female,18-29,"$150,000+",Some college,43616,East North Central
Midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Female,18-29,"$150,000+",Associate or bachelor degree,45458,East North Central
Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,48082,East North Central
Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,,,,,,
"Very expensive, but worth it (New Jersey).",Not at all,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$50,000 - $99,999",Graduate degree,8087,
midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Female,> 60,"$150,000+",Graduate degree,63038,West North Central
the Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,47403,East North Central
Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,53598,East North Central
Southeast,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,30720,South Atlantic
rural,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,60901,
southwest,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,78739,West South Central
north east,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,14026,Middle Atlantic
Upper Mid-West,A lot,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,55373,West North Central
rural,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,60901,East North Central
Mid West,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,45640,East North Central
southeast,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Female,18-29,"$50,000 - $99,999",Graduate degree,37128,East South Central
Florida?,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,61530,South Atlantic
Northeast,Not at all,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,19114,Middle Atlantic
Midwest,Some,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,55301,West North Central
"I live in Illinois, and wish I was young enough to take up my roots and move elsewhere. Politically possibilly the worst state you can live in!",Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Some college,60467,East North Central
midwest,Not much,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,60446,East North Central
Midwest,A lot,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,54141,East North Central
the Mountain west,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,80903,Mountain
Washington DC suburb,Not at all,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,20147,South Atlantic
The United States,A lot,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",High school degree,19120,Middle Atlantic
The midwest,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Graduate degree,56301,West North Central
midewest/south,Not much,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Female,18-29,"$150,000+",Some college,47711,East North Central
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,62226,East North Central
Midwest,A lot,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,60126,East North Central
eastern,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,,,,,
Southern,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Female,45-60,"$0 - $24,999",Some college,35810,East South Central
East Coast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,18109,Middle Atlantic
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,49341,East North Central
southeast,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Graduate degree,30110,South Atlantic
Rural Pennsylvania,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,
mid atlantic,Not at all,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,> 60,"$150,000+",Graduate degree,19508,Middle Atlantic
mid atlantic,Not much,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,17747,Middle Atlantic
"Detroit, Michigan, struggling but filled with residents that are survivors.   Cold",Not at all,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,48221,East North Central
Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Some college,49042,East North Central
northeast,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,18-29,"$0 - $24,999",Graduate degree,6037,New England
New england,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,6770,New England
Great Midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,67204,West North Central
midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,43623,East North Central
Midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,49008,East North Central
NoVa on the east coast,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Female,18-29,"$0 - $24,999",Associate or bachelor degree,20106,South Atlantic
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,53012,East North Central
South,Not at all,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,
North East,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,17740,Middle Atlantic
Midwest.,A lot,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,55427,West North Central
The Midwest.,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Some college,63368,West North Central
Midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Graduate degree,15108,Middle Atlantic
The South,Not much,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,72956,West South Central
Midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
south central,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Female,18-29,"$0 - $24,999",Graduate degree,75104,West South Central
midwest,A lot,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,52172,West North Central
Mid-Atlantic,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,21214,South Atlantic
the Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",High school degree,46562,East North Central
Eastern,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,30-44,,Graduate degree,25541,South Atlantic
