age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
35.0,fit,mostly other,socially,never,graduated from college/university,white,66.0,60000.0,"oakland, california",has a kid,straight,likes dogs and has cats,atheism and very serious about it,f,libra but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single,non_stem
24.0,thin,other,socially,never,working on masters program,white,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,agnosticism but not too serious about it,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), yiddish (poorly)",seeing someone,non_stem
28.0,athletic,mostly vegetarian,socially,never,graduated from college/university,white,75.0,20000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english, spanish (poorly)",seeing someone,stem
26.0,a little extra,mostly anything,socially,never,graduated from college/university,white,74.0,20000.0,"vallejo, california",doesn&rsquo;t want kids,straight,has cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,sometimes,english (fluently),single,non_stem
26.0,fit,mostly anything,socially,never,graduated from masters program,hispanic / latin,65.0,60000.0,"hayward, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and somewhat serious about it,m,sagittarius,no,"english (fluently), spanish (poorly)",single,non_stem
27.0,athletic,mostly anything,socially,never,graduated from college/university,black,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,islam,m,taurus but it doesn&rsquo;t matter,no,"english, french (okay), arabic (poorly)",single,stem
29.0,thin,mostly anything,socially,never,graduated from college/university,white,76.0,60000.0,"sausalito, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other and very serious about it,m,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), japanese (poorly), french (poorly), german (poorly)",single,non_stem
37.0,athletic,mostly anything,rarely,never,graduated from med school,other,62.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english, french (poorly), spanish (poorly), german (poorly), swedish (poorly)",single,non_stem
29.0,athletic,anything,socially,never,graduated from college/university,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and dislikes cats,other,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (okay)",single,non_stem
25.0,average,anything,socially,never,college/university,pacific islander,71.0,20000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
27.0,average,mostly anything,often,sometimes,graduated from two-year college,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,buddhism and laughing about it,m,taurus,yes,english,single,non_stem
39.0,thin,anything,socially,never,graduated from college/university,asian,65.0,60000.0,"pleasant hill, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,f,capricorn but it doesn&rsquo;t matter,no,english,single,non_stem
38.0,fit,mostly anything,socially,never,graduated from masters program,indian,71.0,150000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,leo,no,english,single,non_stem
49.0,athletic,mostly anything,rarely,never,dropped out of college/university,white,70.0,100000.0,"walnut creek, california",has kids,straight,likes dogs and likes cats,judaism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), english (fluently)",single,non_stem
23.0,average,mostly anything,socially,never,working on college/university,white,62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra,no,english,single,student
23.0,average,mostly anything,socially,never,working on college/university,asian,61.0,60000.0,"el cerrito, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single,non_stem
23.0,fit,mostly anything,socially,never,graduated from college/university,white,68.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english, russian, spanish",single,non_stem
30.0,fit,mostly anything,socially,never,working on ph.d program,white,75.0,500000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,taurus,no,english (poorly),single,student
45.0,average,mostly anything,socially,never,graduated from masters program,asian,62.0,60000.0,"emeryville, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), korean (fluently), spanish (poorly), japanese (poorly)",single,non_stem
25.0,average,mostly anything,often,never,graduated from college/university,asian,70.0,80000.0,"south san francisco, california",doesn&rsquo;t have kids,straight,has dogs,other,m,libra and it&rsquo;s fun to think about,yes,"english (fluently), chinese (fluently)",single,non_stem
24.0,athletic,mostly anything,socially,never,working on masters program,asian,67.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,christianity but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
29.0,fit,mostly anything,socially,never,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
27.0,a little extra,mostly anything,socially,never,graduated from college/university,"pacific islander, white",67.0,60000.0,"hayward, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
28.0,skinny,mostly anything,socially,sometimes,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,other,f,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",available,stem
28.0,athletic,mostly anything,socially,never,graduated from masters program,black,73.0,60000.0,"walnut creek, california",doesn&rsquo;t have kids,straight,likes dogs,christianity,m,gemini,no,english,single,student
27.0,athletic,anything,socially,never,graduated from masters program,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism,m,libra and it&rsquo;s fun to think about,no,english,single,stem
29.0,average,strictly anything,socially,never,graduated from college/university,white,72.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
37.0,skinny,mostly anything,not at all,never,graduated from college/university,white,62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,other,f,aries,yes,"english, german (fluently), english (fluently), italian (poorly), danish (poorly)",single,non_stem
54.0,fit,strictly anything,socially,never,graduated from college/university,white,69.0,30000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs,other and laughing about it,m,libra but it doesn&rsquo;t matter,no,english,single,non_stem
45.0,athletic,mostly anything,socially,never,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,english,single,non_stem
20.0,average,mostly anything,socially,never,graduated from two-year college,white,66.0,60000.0,"burlingame, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,"english (fluently), german (fluently), french (okay)",single,non_stem
38.0,curvy,anything,socially,never,graduated from college/university,white,67.0,60000.0,"san leandro, california",doesn&rsquo;t have kids,straight,has dogs and has cats,catholicism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
24.0,average,mostly vegetarian,often,sometimes,working on college/university,white,66.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and very serious about it,m,pisces but it doesn&rsquo;t matter,when drinking,english (fluently),single,student
31.0,overweight,mostly anything,rarely,never,graduated from two-year college,white,70.0,80000.0,"burlingame, california",doesn&rsquo;t want kids,straight,has dogs and dislikes cats,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,yes,english,single,stem
25.0,athletic,strictly anything,socially,never,graduated from college/university,white,76.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,gemini but it doesn&rsquo;t matter,no,english,single,non_stem
22.0,average,strictly anything,rarely,sometimes,graduated from college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,sometimes,english,single,stem
37.0,fit,mostly anything,socially,never,graduated from masters program,white,66.0,60000.0,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,other,f,libra,no,"english (fluently), french (poorly), spanish (poorly)",single,non_stem
29.0,average,strictly anything,often,sometimes,graduated from college/university,white,74.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,christianity but not too serious about it,m,aquarius and it&rsquo;s fun to think about,when drinking,english,single,non_stem
30.0,average,mostly anything,socially,never,graduated from college/university,white,71.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently)",available,non_stem
35.0,average,mostly anything,socially,never,graduated from college/university,other,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
