What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,Census_Region
northeast,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Male,18-29,"$150,000+",Some college,17777,Middle Atlantic
East/Central,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Male,30-44,"$150,000+",Associate or bachelor degree,15217,Middle Atlantic
"I live in the east coast part of NJ Somerset County, Franklin Township. I have lived here for 14 years",Not much,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Female,45-60,"$0 - $24,999",Some college,8823,Middle Atlantic
The greatest aka NYC!,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,10003,Middle Atlantic
Middle Atlantic,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,17046,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,> 60,"$100,000 - $149,999",Some college,18901,Middle Atlantic
North-east,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,12209,Middle Atlantic
East Coast,Not at all,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Female,18-29,"$25,000 - $49,999",Some college,10033,Middle Atlantic
Northeast,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,14031,Middle Atlantic
New Jersey,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Graduate degree,8844,Middle Atlantic
southwestern pennsylvania,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Male,18-29,"$150,000+",Some college,15061,Middle Atlantic
western NY or the northeast,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,14450,Middle Atlantic
Mid Atlantic,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,15206,Middle Atlantic
east,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Female,45-60,"$25,000 - $49,999",Some college,18902,Middle Atlantic
Northeast,Not at all,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,19083,Middle Atlantic
rural northwestern Pennsylvania,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,15801,Middle Atlantic
North East Pennsylvania,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,18504,Middle Atlantic
north east,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Male,18-29,"$0 - $24,999",Some college,11691,Middle Atlantic
North East,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,30-44,"$100,000 - $149,999",Some college,19518,Middle Atlantic
East,Not at all,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Graduate degree,14850,Middle Atlantic
The Northeast,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,8340,Middle Atlantic
Northeastern Pennsylvania,Not at all,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,18801,Middle Atlantic
northeast,A lot,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,19352,Middle Atlantic
Northern Mid Atlantic,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,18902,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,19063,Middle Atlantic
northwest,Some,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,59860,Mountain
Southeast Colorado,Some,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,45-60,"$150,000+",Some college,81050,Mountain
Rocky Mountains,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,80906,Mountain
Southwest,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Female,30-44,"$150,000+",Associate or bachelor degree,85029,Mountain
southwest,Not at all,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,85282,Mountain
Southwest,Not much,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",Associate or bachelor degree,81147,Mountain
Rocky Mountains,Not much,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,80907,Mountain
South West,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Some college,80923,Mountain
Southwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,80031,Mountain
southwest,Some,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Male,45-60,"$25,000 - $49,999",Some college,87120,Mountain
West,Not at all,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,87111,Mountain
MidWest,A lot,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Male,45-60,"$50,000 - $99,999",Some college,80922,Mountain
Southwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Male,18-29,"$50,000 - $99,999",Some college,85282,Mountain
Rocky Mountains,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,80202,Mountain
Rocky Mountain Region,A lot,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,80247,Mountain
The polluted capitol of the West,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",Associate or bachelor degree,84119,Mountain
Rocky Mountain Region,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,81620,Mountain
The west,Not much,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Female,30-44,"$50,000 - $99,999",Some college,89117,Mountain
Southwest,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$100,000 - $149,999",Graduate degree,85635,Mountain
Beautiful dessert area.,Not much,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Some college,87123,Mountain
West,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,80537,Mountain
mountain west,Not much,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",High school degree,82082,Mountain
rural-desert,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$0 - $24,999",Some college,86442,Mountain
Rocky Mountain Region,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,80013,Mountain
Colorado,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,81007,Mountain
The West,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,80204,Mountain
southwest,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Female,45-60,"$150,000+",Graduate degree,85253,Mountain
Desert Southwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,85392,Mountain
Northern Rockies Region,Not at all,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,59701,Mountain
Mountain west,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,80210,Mountain
Midwest.,Some,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,80026,Mountain
New Mexico,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$150,000+",High school degree,87508,Mountain
zdfhg,Some,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Some college,544,Mountain
Colorado,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,80210,Mountain
Rocky Mountains,Some,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$25,000 - $49,999",Graduate degree,81147,Mountain
The Southwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,85712,Mountain
Rocky Mountains,Some,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,82435,Mountain
Good place to live. Has a nice clear difference in all four seasons.,Not at all,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Some college,83709,Mountain
West,A lot,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,80301,Mountain
Southwest,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Some college,85742,Mountain
desert west,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Male,30-44,"$25,000 - $49,999",Some college,85301,Mountain
Barren and very boring for someone in their early twenties,Some,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$150,000+",High school degree,82716,Mountain
Western United States,Some,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,59701,Mountain
mountain zone,Not at all,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,45-60,"$0 - $24,999",High school degree,81125,Mountain
West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,80918,Mountain
mountain west,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,80015,Mountain
West,A lot,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,81131,Mountain
Southwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,80003,Mountain
Colorado/West,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,18-29,"$150,000+",Some college,80127,Mountain
The West,Not at all,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,18-29,"$0 - $24,999",Some college,84095,Mountain
Southwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Male,> 60,"$150,000+",Graduate degree,87144,Mountain
Rocky Mountain,A lot,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,80301,Mountain
colorado,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$25,000 - $49,999",Some college,80923,Mountain
Eastern Pacific Northwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,59801,Mountain
Mountain West,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,80005,Mountain
Colorado mountains,A lot,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Female,> 60,"$150,000+",Graduate degree,80447,Mountain
Colorado,Not at all,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,18-29,"$100,000 - $149,999",Less than high school degree,80122,Mountain
West,Not much,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Male,45-60,"$100,000 - $149,999",Graduate degree,80033,Mountain
Western,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,80226,Mountain
Mountain States,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Male,30-44,"$150,000+",Associate or bachelor degree,80504,Mountain
Southwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",Graduate degree,80021,Mountain
Midwest,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,80002,Mountain
mid West Rocky mountains,Some,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Some college,80138,Mountain
The West,Not much,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,80237,Mountain
Mountain West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,59715,Mountain
Big Sky Country,A lot,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,59405,Mountain
Southwest or Rocky Mountains,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Graduate degree,81303,Mountain
Desert Northwest,Not at all,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Some college,84088,Mountain
Eastern,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,25541,South Atlantic
Mid Atlantic,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,25313,South Atlantic
U.S. Capitol,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,20007,South Atlantic
Southeast,Not much,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,30324,South Atlantic
South Florida,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,33473,South Atlantic
east coast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,30-44,"$25,000 - $49,999",Graduate degree,23219,South Atlantic
North America,Not much,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,"$25,000 - $49,999",Some college,30506,South Atlantic
Sunny south fl,Some,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,33472,South Atlantic
The Southeast.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,30309,South Atlantic
Southeast,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$150,000+",Some college,32608,South Atlantic
South eastern,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,> 60,"$25,000 - $49,999",High school degree,29061,South Atlantic
Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,30067,South Atlantic
Paradise,Not at all,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Graduate degree,30093,South Atlantic
Merry Go Round of Weather!,Some,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,29732,South Atlantic
Southeast,Not at all,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,32137,South Atlantic
southeast Virginia,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Male,18-29,"$0 - $24,999",Associate or bachelor degree,23072,South Atlantic
A southern rural community.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,27583,South Atlantic
Southeast,Not at all,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,30004,South Atlantic
Southeast,Not much,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Associate or bachelor degree,32792,South Atlantic
Mid Atlantic,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,21146,South Atlantic
The south,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Male,18-29,"$0 - $24,999",Some college,28390,South Atlantic
Mid-Atlantic,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$0 - $24,999",Some college,26260,South Atlantic
Southeastern United States of America,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,30-44,"$100,000 - $149,999",Some college,31021,South Atlantic
Beachy,Not at all,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Female,18-29,"$25,000 - $49,999",Less than high school degree,33584,South Atlantic
MidAtlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,20770,South Atlantic
Paradise,Not at all,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",High school degree,32810,South Atlantic
Mid-Atlantic,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,24572,South Atlantic
badlands,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",High school degree,33613,South Atlantic
southeast,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Graduate degree,30110,South Atlantic
The South-East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Male,18-29,"$0 - $24,999",Associate or bachelor degree,24354,South Atlantic
The southeast,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,32607,South Atlantic
the South,Not much,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Female,45-60,"$25,000 - $49,999",Graduate degree,31636,South Atlantic
Southeastern U.S.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,30039,South Atlantic
Mountains and river,A lot,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,26624,South Atlantic
Sunshine State,Not at all,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,33186,South Atlantic
Middle Atlantic,Not at all,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Male,> 60,"$50,000 - $99,999",Some college,23970,South Atlantic
The South,Not much,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Some college,29405,South Atlantic
South,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Female,30-44,"$150,000+",Graduate degree,29073,South Atlantic
